,T,U,Ff,RRR,DD_WE,DD_NS,POA,Po(p),hour,T_b,U_b,Ff_b,RRR_b,DD_WE_b,DD_NS_b,POA_b,Po(p)_b,device_id,cc_diff
372,27.9,72.0,3.0,0.0,0,1,454.03,1002.47,8,25.6,82.0,2.0,0.0,-1.0,1.0,0.0,1001.55,8,28.0
1247,10.7,71.0,3.0,0.0,1,0,40.44,1014.24,17,13.5,61.0,2.0,0.0,1.0,0.0,785.9,1013.18,8,50.6
1076,10.9,67.0,3.0,0.0,1,0,0.0,1013.18,20,13.0,52.0,3.0,0.0,1.0,0.0,19.69,1010.8,7,0.1
1180,9.0,65.0,2.0,0.0,-1,0,320.44,1009.88,8,7.3,70.0,3.0,0.0,-1.0,0.0,0.0,1009.08,6,4.4
268,27.7,86.0,2.0,0.0,1,0,0.0,999.96,20,29.5,74.0,2.0,0.0,1.0,0.0,106.95,998.64,9,2.4
1596,11.4,60.0,2.0,0.0,1,1,95.38,1013.45,17,12.2,62.0,2.0,0.0,1.0,-1.0,825.87,1011.86,7,36.9
1799,8.0,89.0,1.0,0.3,-1,0,123.3,1013.58,17,8.1,82.0,1.0,0.2,-1.0,0.0,844.13,1014.24,10,15.8
2265,15.9,62.0,2.0,0.0,1,-1,879.61,1004.46,14,11.4,70.0,1.0,0.0,-1.0,-1.0,955.0,1008.16,6,126.7
1756,7.0,63.0,2.0,0.0,0,1,326.62,1018.73,8,5.7,79.0,1.0,0.0,-1.0,0.0,0.0,1017.01,7,4.1
538,23.3,72.0,2.0,0.2,0,1,73.69,1001.28,17,23.3,74.0,4.0,0.0,1.0,1.0,781.91,1000.62,9,19.3
1622,0.6,89.0,2.0,5.0,-1,0,98.96,1019.79,17,1.9,91.0,2.0,3.0,-1.0,1.0,828.15,1018.07,8,9.6
687,6.4,78.0,3.0,9.0,-1,1,879.04,1017.01,11,6.3,86.0,3.0,10.0,0.0,1.0,345.17,1015.03,8,13.4
598,13.6,71.0,2.0,2.0,1,0,1.41,1010.01,17,14.1,77.0,3.0,2.0,1.0,-1.0,727.92,1008.82,9,33.8
739,5.5,95.0,2.0,2.0,-1,0,878.54,1015.82,11,4.5,90.0,1.0,1.0,-1.0,1.0,341.16,1017.41,10,12.0
4,31.2,60.0,2.0,0.0,1,-1,942.25,996.92,11,27.5,83.0,0.0,0.0,-1.0,0.0,441.37,996.39,10,164.6
1520,15.4,80.0,2.0,0.0,1,-1,84.58,1005.51,17,19.6,66.0,4.0,0.0,1.0,0.0,819.1,1004.59,6,72.2
2388,8.5,98.0,2.0,5.0,1,0,959.15,1011.46,11,8.6,98.0,2.0,5.0,1.0,0.0,364.88,1011.33,9,26.2
242,24.3,95.0,1.0,2.0,-1,1,0.0,1001.68,20,24.7,95.0,3.0,2.0,1.0,1.0,109.94,1000.36,8,1.4
201,25.6,96.0,1.0,1.0,-1,0,949.21,1001.15,11,25.4,95.0,0.0,0.7,-1.0,-1.0,448.65,1000.75,7,105.9
1263,9.2,69.0,1.0,0.0,-1,0,892.86,1012.78,11,7.8,72.0,2.0,0.0,1.0,1.0,320.1,1013.84,9,28.9
2259,9.0,78.0,0.0,0.0,0,1,357.79,1008.55,8,8.1,81.0,0.0,0.0,0.0,0.0,0.0,1007.23,10,5.6
1211,14.9,58.0,1.0,0.0,-1,-1,889.99,1010.67,11,10.5,69.0,2.0,0.0,-1.0,0.0,320.22,1010.14,7,58.7
205,28.8,79.0,1.0,0.5,-1,-1,795.63,999.04,14,25.6,96.0,1.0,1.0,-1.0,0.0,949.21,1001.15,6,111.7
663,18.3,97.0,1.0,0.0,0,-1,879.53,1002.74,11,17.0,99.0,1.0,0.0,-1.0,0.0,347.4,1003.53,9,40.4
1755,7.0,63.0,2.0,0.0,0,1,326.62,1018.73,8,5.7,79.0,1.0,0.0,-1.0,0.0,0.0,1017.01,6,4.1
402,32.0,58.0,1.0,0.0,1,-1,953.58,998.77,11,26.7,81.0,2.0,0.0,-1.0,-1.0,454.68,999.56,8,154.2
801,5.4,66.0,2.0,0.0,-1,1,0.0,1017.81,20,7.4,61.0,1.0,0.0,-1.0,0.0,4.39,1016.22,7,0.1
1792,8.1,82.0,1.0,0.2,-1,0,844.13,1014.24,14,10.1,56.0,1.0,0.0,-1.0,1.0,923.07,1016.35,8,20.8
1169,13.3,31.0,2.0,0.0,1,-1,776.79,1010.27,14,11.8,42.0,2.0,0.0,1.0,-1.0,887.42,1013.45,10,166.6
310,29.2,77.0,3.0,0.0,1,0,100.93,999.43,17,30.6,69.0,1.5,0.0,0.0,0.0,791.94,1000.09,6,91.9
1551,14.4,86.0,1.0,0.0,1,-1,0.0,1007.1,20,14.9,84.0,0.0,0.0,0.0,0.0,88.18,1005.91,7,0.0
657,17.0,99.0,1.0,0.0,-1,0,347.4,1003.53,8,16.8,98.0,1.0,0.0,-1.0,0.0,0.0,1002.34,8,1.4
1492,19.6,57.0,1.0,0.0,1,0,816.87,1008.16,14,14.6,58.0,2.0,0.0,-1.0,0.0,907.48,1012.12,8,158.2
2069,11.4,52.0,3.0,0.0,1,-1,867.81,1011.99,14,10.8,47.0,2.0,0.0,1.0,1.0,942.48,1014.9,10,205.2
2138,14.7,54.0,1.0,0.0,-1,-1,948.19,1018.34,11,6.4,77.0,3.0,0.0,-1.0,0.0,349.56,1018.6,9,207.6
2308,15.2,94.0,2.0,0.0,-1,-1,360.44,1003.13,8,14.3,95.0,2.0,0.0,-1.0,-1.0,0.0,1001.15,9,11.6
670,16.8,94.0,4.0,0.0,1,0,2.09,1003.53,17,20.5,84.0,3.0,0.0,1.0,0.0,731.19,1000.49,6,17.3
1734,6.0,65.0,2.0,0.2,1,0,325.76,1018.2,8,6.5,61.0,1.0,0.0,0.0,1.0,0.0,1016.75,10,1.9
1318,17.1,21.0,4.0,0.0,-1,1,795.41,1008.55,14,15.5,38.0,3.0,0.0,-1.0,1.0,896.02,1010.01,9,233.6
880,5.7,44.0,3.0,0.0,1,1,330.97,1021.77,8,5.4,53.0,2.0,0.0,0.0,1.0,0.0,1019.79,6,4.8
751,8.0,98.0,2.0,2.0,-1,0,0.0,1011.46,20,7.6,98.0,2.0,1.0,-1.0,0.0,3.25,1012.26,7,0.0
1286,16.2,61.0,2.0,0.0,-1,-1,894.41,1006.44,11,10.4,79.0,2.0,0.0,-1.0,0.0,320.2,1007.5,7,114.5
1541,15.5,80.0,2.0,0.0,1,-1,821.34,1005.78,14,14.5,83.0,1.0,0.0,1.0,-1.0,909.52,1008.69,7,58.4
138,30.0,74.0,3.0,0.0,1,-1,121.72,998.77,17,32.3,61.0,2.0,0.0,1.0,-1.0,798.01,999.04,9,129.0
102,32.0,63.0,2.0,0.0,-1,-1,945.92,999.96,11,28.0,86.0,1.0,0.0,-1.0,-1.0,445.03,1000.36,8,146.8
1705,3.8,68.0,1.0,0.0,-1,-1,325.0,1019.79,8,2.4,75.0,2.0,0.0,-1.0,-1.0,0.0,1018.6,6,3.8
917,10.7,42.0,3.0,0.0,1,1,750.19,1017.68,14,9.9,40.0,2.0,0.0,1.0,0.0,879.34,1020.32,8,196.9
12,28.6,75.0,5.0,0.0,1,0,136.03,996.39,17,31.2,63.0,3.0,0.0,1.0,-1.0,801.45,995.86,8,114.3
256,32.1,61.0,2.0,0.0,1,-1,793.86,998.37,14,31.4,65.0,1.0,0.0,0.0,-1.0,950.58,1000.62,7,203.7
170,29.4,78.0,1.0,0.0,1,1,447.78,999.56,8,26.4,93.0,1.0,0.0,-1.0,0.0,0.0,997.98,6,29.8
1862,19.4,80.0,2.0,0.0,1,-1,928.02,1005.51,11,14.8,100.0,1.0,0.0,-1.0,-1.0,330.98,1005.78,8,73.5
625,15.5,72.0,0.0,0.0,0,0,0.0,1010.27,20,15.7,66.0,0.0,0.0,0.0,0.0,1.6,1009.48,6,0.0
1942,9.3,93.0,1.0,0.5,-1,0,857.42,1006.17,14,10.2,75.0,2.0,0.4,1.0,-1.0,933.26,1009.21,8,46.9
1922,11.6,88.0,2.0,0.0,1,0,139.4,1007.89,17,13.6,82.0,2.0,0.0,1.0,0.0,855.26,1007.63,8,49.7
1954,9.7,98.0,1.0,7.0,-1,-1,0.0,1005.51,20,9.5,96.0,1.0,2.0,-1.0,0.0,142.45,1005.51,10,0.2
1505,12.7,88.0,3.0,0.0,-1,0,322.71,1007.5,8,12.1,91.0,2.0,0.0,-1.0,0.0,0.0,1006.7,6,4.6
90,28.7,86.0,2.0,0.0,1,0,0.0,998.51,20,29.7,80.0,2.0,0.0,1.0,-1.0,127.47,997.18,6,3.6
2351,12.5,98.0,1.0,0.0,1,-1,0.0,1004.32,20,13.5,96.0,2.0,0.0,1.0,0.0,176.91,1002.6,7,0.6
2107,6.4,71.0,2.0,0.0,-1,-1,347.53,1017.68,8,5.1,76.0,3.0,0.0,-1.0,0.0,0.0,1015.69,8,12.3
1811,12.8,90.0,2.0,18.0,-1,-1,924.68,1011.07,11,8.9,99.0,2.0,19.0,-1.0,-1.0,328.62,1011.46,7,80.2
137,30.0,74.0,3.0,0.0,1,-1,121.72,998.77,17,32.3,61.0,2.0,0.0,1.0,-1.0,798.01,999.04,8,119.2
560,21.1,72.0,3.0,0.0,0,1,70.7,1002.74,17,21.1,72.0,3.0,0.0,-1.0,1.0,780.69,1002.47,6,25.1
1036,15.5,68.0,2.0,0.0,-1,-1,882.37,1005.91,11,9.3,95.0,3.0,0.0,-1.0,0.0,323.93,1006.57,7,127.2
153,31.5,61.0,1.0,0.0,-1,-1,947.66,998.24,11,28.2,80.0,1.0,0.0,-1.0,0.0,446.88,999.3,9,208.9
193,28.5,83.0,4.0,0.0,1,1,0.0,999.56,20,30.3,74.0,4.0,0.0,1.0,0.0,115.87,998.24,9,2.0
1469,13.4,53.0,2.0,0.0,1,-1,814.66,1014.64,14,13.2,50.0,1.0,0.0,1.0,-1.0,906.56,1017.41,10,164.2
1514,20.5,59.0,1.0,0.0,1,0,908.47,1007.1,11,12.7,88.0,3.0,0.0,-1.0,0.0,322.71,1007.5,10,95.5
845,3.8,44.0,3.0,0.0,1,0,5.91,1024.55,17,6.2,21.0,3.0,0.0,1.0,1.0,743.58,1024.15,6,84.5
10,28.6,75.0,5.0,0.0,1,0,136.03,996.39,17,31.2,63.0,3.0,0.0,1.0,-1.0,801.45,995.86,6,121.1
111,30.3,71.0,3.0,0.0,1,-1,124.61,998.77,17,32.7,63.0,3.0,0.0,1.0,-1.0,798.73,998.37,7,121.9
973,14.8,72.0,2.0,0.0,1,0,11.93,1012.65,17,18.2,58.0,3.0,0.0,1.0,0.0,754.97,1012.65,9,88.6
389,29.7,67.0,3.0,0.0,1,0,91.83,999.83,17,32.4,58.0,3.0,0.0,1.0,-1.0,788.82,1000.36,10,109.6
494,26.3,73.0,4.0,0.0,1,1,0.0,999.04,20,28.0,67.0,4.0,0.0,1.0,0.0,79.7,997.58,10,2.8
704,5.3,61.0,2.0,0.6,-1,1,0.0,1020.19,20,5.9,67.0,2.0,4.0,0.0,1.0,2.41,1018.2,10,0.0
2223,12.5,91.0,4.0,1.0,1,0,171.17,1007.89,17,19.6,63.0,2.0,0.0,1.0,-1.0,878.46,1003.93,9,28.8
116,28.7,77.0,2.0,0.0,1,-1,0.0,1000.62,20,30.3,71.0,3.0,0.0,1.0,-1.0,124.61,998.77,7,3.8
1246,10.7,71.0,3.0,0.0,1,0,40.44,1014.24,17,13.5,61.0,2.0,0.0,1.0,0.0,785.9,1013.18,7,56.5
2311,23.3,63.0,1.0,0.0,1,-1,956.65,1003.0,11,15.2,94.0,2.0,0.0,-1.0,-1.0,360.44,1003.13,7,150.8
1591,12.2,62.0,2.0,0.0,1,-1,825.87,1011.86,14,13.7,51.0,4.0,0.0,1.0,1.0,911.8,1013.45,7,164.7
1197,15.9,60.0,1.0,0.0,1,0,33.6,1006.7,17,18.2,50.0,1.0,0.0,-1.0,-1.0,779.78,1006.31,8,39.2
2119,18.1,28.0,4.0,0.0,1,0,871.72,1015.03,14,15.3,43.0,2.0,0.0,-1.0,-1.0,946.28,1017.81,10,217.1
1806,8.9,99.0,2.0,19.0,-1,-1,328.62,1011.46,8,8.5,99.0,2.0,12.0,-1.0,0.0,0.0,1010.27,7,1.9
228,28.0,79.0,2.0,0.3,1,1,949.91,1001.55,11,25.1,93.0,1.0,0.2,-1.0,1.0,449.5,1001.94,9,168.3
1282,10.4,79.0,2.0,0.0,-1,0,320.2,1007.5,8,10.0,80.0,2.0,0.0,-1.0,0.0,0.0,1007.5,8,2.2
971,14.8,72.0,2.0,0.0,1,0,11.93,1012.65,17,18.2,58.0,3.0,0.0,1.0,0.0,754.97,1012.65,7,73.3
241,24.3,95.0,1.0,2.0,-1,1,0.0,1001.68,20,24.7,95.0,3.0,2.0,1.0,1.0,109.94,1000.36,7,1.4
1012,15.0,70.0,1.0,0.0,1,-1,881.6,1013.84,11,10.9,94.0,1.0,0.0,1.0,1.0,324.86,1014.24,8,120.1
2230,6.9,86.0,3.0,2.0,1,0,356.57,1013.71,8,8.6,80.0,2.0,0.0,0.0,1.0,0.0,1012.52,6,3.2
823,5.2,35.0,2.0,0.0,-1,1,5.1,1020.98,17,7.9,33.0,2.0,0.0,-1.0,0.0,741.54,1019.13,9,92.4
1532,13.1,88.0,1.0,0.0,1,0,322.61,1008.82,8,13.0,85.0,1.0,0.0,-1.0,-1.0,0.0,1007.76,8,0.5
1131,11.3,66.0,2.0,0.8,-1,0,321.19,1010.54,8,11.0,79.0,2.0,0.8,0.0,1.0,0.0,1007.76,7,3.4
1974,9.3,80.0,2.0,0.0,1,0,145.44,1012.26,17,10.8,74.0,3.0,0.0,1.0,-1.0,859.56,1009.88,10,47.5
204,25.6,96.0,1.0,1.0,-1,0,949.21,1001.15,11,25.4,95.0,0.0,0.7,-1.0,-1.0,448.65,1000.75,10,99.1
565,19.6,84.0,3.0,0.5,1,1,0.0,1004.06,20,21.1,72.0,3.0,0.0,0.0,1.0,70.7,1002.74,6,0.6
2353,12.5,98.0,1.0,0.0,1,-1,0.0,1004.32,20,13.5,96.0,2.0,0.0,1.0,0.0,176.91,1002.6,9,0.6
1133,11.3,66.0,2.0,0.8,-1,0,321.19,1010.54,8,11.0,79.0,2.0,0.8,0.0,1.0,0.0,1007.76,9,4.1
1297,13.5,76.0,2.0,0.0,1,0,47.92,1004.19,17,18.4,57.0,2.0,0.0,1.0,0.0,792.2,1003.66,8,53.2
381,32.4,58.0,3.0,0.0,1,-1,788.82,1000.36,14,31.6,60.0,1.0,0.0,1.0,1.0,953.19,1001.94,7,199.2
1653,0.5,53.0,3.0,0.0,-1,1,0.0,1021.77,20,3.3,45.0,3.0,0.0,-1.0,0.0,102.53,1020.19,9,0.1
143,28.5,80.0,1.0,0.0,1,-1,0.0,999.96,20,30.0,74.0,3.0,0.0,1.0,-1.0,121.72,998.77,9,4.4
1990,5.6,82.0,2.0,0.0,1,0,861.67,1012.26,14,5.7,82.0,3.0,0.0,1.0,0.0,936.89,1014.9,6,26.3
2105,6.4,71.0,2.0,0.0,-1,-1,347.53,1017.68,8,5.1,76.0,3.0,0.0,-1.0,0.0,0.0,1015.69,6,8.8
1775,8.2,55.0,2.0,0.0,1,1,0.0,1019.0,20,9.2,53.0,3.0,0.0,1.0,0.0,119.93,1017.01,6,1.2
1156,5.6,76.0,1.0,0.0,-1,0,320.76,1013.71,8,5.3,77.0,2.0,0.0,-1.0,0.0,0.0,1012.12,7,6.7
1044,17.4,56.0,3.0,0.0,1,0,762.68,1002.74,14,15.5,68.0,2.0,0.0,-1.0,-1.0,882.37,1005.91,10,145.2
851,2.8,44.0,3.0,0.0,1,1,0.0,1025.74,20,3.8,44.0,3.0,0.0,1.0,0.0,5.91,1024.55,7,0.2
1879,12.0,97.0,3.0,0.9082105263157895,1,0,0.0,1008.03,20,14.3,93.0,3.0,0.0,1.0,0.0,133.12,1006.17,10,0.1
1122,12.5,70.0,3.0,0.0,1,0,24.69,1006.7,17,16.1,51.0,2.0,0.0,1.0,-1.0,770.97,1006.31,8,52.2
1815,16.5,77.0,1.0,15.0,1,-1,846.39,1008.16,14,12.8,90.0,2.0,18.0,-1.0,-1.0,924.68,1011.07,6,156.7
931,3.9,78.0,1.0,0.0,-1,-1,328.25,1018.6,8,2.8,81.0,3.0,0.0,-1.0,0.0,0.0,1017.68,7,6.2
1304,12.1,84.0,0.0,0.0,0,0,0.0,1006.31,20,13.5,76.0,2.0,0.0,1.0,0.0,47.92,1004.19,10,0.2
447,24.3,59.0,2.0,0.0,0,1,455.87,1003.53,8,22.7,73.0,2.0,0.0,-1.0,1.0,0.0,1002.08,8,33.0
1112,13.4,56.0,0.0,0.0,1,0,885.16,1010.27,11,6.3,89.0,2.0,0.0,-1.0,0.0,321.72,1011.07,8,136.0
1710,7.6,52.0,1.0,0.0,-1,-1,918.48,1019.79,11,3.8,68.0,1.0,0.0,-1.0,-1.0,325.0,1019.79,6,71.9
762,8.6,71.0,2.0,2.0,-1,1,878.41,1013.05,11,7.7,84.0,2.0,5.0,0.0,1.0,339.26,1012.65,8,31.9
679,13.5,97.0,4.0,0.4,1,0,0.0,1006.97,20,16.8,94.0,4.0,0.0,1.0,0.0,2.09,1003.53,10,0.0
452,27.8,50.0,2.0,0.0,1,1,954.2,1002.47,11,24.3,59.0,2.0,0.0,0.0,1.0,455.87,1003.53,8,210.7
85,29.7,80.0,2.0,0.0,1,-1,127.47,997.18,17,32.1,66.0,4.0,0.0,1.0,-1.0,799.4,996.79,6,114.7
1638,0.7,51.0,4.0,1.0,-1,0,914.31,1022.57,11,-2.1,64.0,0.0,3.0,0.0,0.0,323.33,1022.96,9,3.8
1017,16.7,64.0,2.0,0.0,1,-1,760.04,1010.67,14,15.0,70.0,1.0,0.0,1.0,-1.0,881.6,1013.84,8,174.0
774,6.5,90.0,1.0,3.0,-1,1,3.78,1013.45,17,7.4,81.0,5.0,0.4,-1.0,1.0,737.7,1011.59,10,14.1
1977,8.8,78.0,2.0,0.0,1,0,0.0,1014.11,20,9.3,80.0,2.0,0.0,1.0,0.0,145.44,1012.26,8,0.6
1530,13.1,88.0,1.0,0.0,1,0,322.61,1008.82,8,13.0,85.0,1.0,0.0,-1.0,-1.0,0.0,1007.76,6,0.5
1461,13.2,50.0,1.0,0.0,1,-1,906.56,1017.41,11,7.8,76.0,1.0,0.0,-1.0,1.0,323.25,1017.68,7,119.6
945,12.4,62.0,2.0,0.0,1,0,10.43,1014.24,17,15.4,47.0,1.0,0.0,0.0,-1.0,752.54,1014.24,6,70.0
1503,14.8,79.0,1.0,0.0,-1,0,0.0,1008.55,20,18.5,64.0,2.0,0.0,1.0,0.0,80.98,1007.76,9,0.6
962,15.5,59.0,1.0,0.0,-1,-1,880.3,1015.3,11,8.9,82.0,2.0,0.0,-1.0,0.0,327.03,1015.56,8,121.6
2033,5.3,81.0,1.0,0.5,1,1,341.82,1011.46,8,5.0,84.0,3.0,0.5,0.0,1.0,0.0,1010.67,9,1.5
1542,15.5,80.0,2.0,0.0,1,-1,821.34,1005.78,14,14.5,83.0,1.0,0.0,1.0,-1.0,909.52,1008.69,8,57.3
1487,14.6,58.0,2.0,0.0,-1,0,907.48,1012.12,11,8.6,75.0,2.0,0.0,-1.0,0.0,322.92,1013.31,8,85.9
2257,9.0,78.0,0.0,0.0,0,1,357.79,1008.55,8,8.1,81.0,0.0,0.0,0.0,0.0,0.0,1007.23,8,5.7
1820,13.7,87.0,3.0,9.0,1,0,126.62,1008.29,17,16.5,77.0,1.0,15.0,1.0,-1.0,846.39,1008.16,6,75.6
1348,9.5,73.0,3.0,0.0,1,0,55.97,1008.69,17,13.0,57.0,2.0,0.0,1.0,-1.0,798.65,1008.55,9,84.1
1773,9.2,53.0,3.0,0.0,1,0,119.93,1017.01,17,11.7,36.0,3.0,0.0,1.0,0.0,841.86,1016.75,9,106.9
755,7.7,84.0,2.0,5.0,0,1,339.26,1012.65,8,8.4,89.0,1.0,5.0,0.0,1.0,0.0,1010.93,6,1.2
2250,8.1,73.0,2.0,0.4,1,0,0.0,1010.93,20,8.6,70.0,1.0,1.0,1.0,-1.0,172.41,1010.8,6,1.7
1264,9.2,69.0,1.0,0.0,-1,0,892.86,1012.78,11,7.8,72.0,2.0,0.0,1.0,1.0,320.1,1013.84,10,25.0
2051,6.9,71.0,1.0,0.4,1,1,0.0,1011.33,20,7.3,68.0,1.0,0.4,-1.0,1.0,154.04,1009.88,7,1.0
1302,12.1,84.0,0.0,0.0,0,0,0.0,1006.31,20,13.5,76.0,2.0,0.0,1.0,0.0,47.92,1004.19,8,0.2
1080,7.9,65.0,2.0,0.0,1,1,322.36,1015.82,8,8.1,71.0,2.0,0.0,1.0,-1.0,0.0,1013.97,6,4.6
586,13.2,86.0,1.0,2.0,1,-1,881.82,1010.27,11,11.7,96.0,2.0,2.0,1.0,0.0,354.85,1009.21,7,25.4
1563,13.9,96.0,1.0,0.7,-1,-1,910.63,1007.1,11,13.3,96.0,1.0,0.1,1.0,0.0,322.63,1006.44,9,10.5
941,15.4,47.0,1.0,0.0,0,-1,752.54,1014.24,14,9.8,56.0,2.0,0.0,-1.0,-1.0,879.78,1017.81,7,172.0
1216,18.3,44.0,2.0,0.0,1,0,782.82,1008.03,14,14.9,58.0,1.0,0.0,-1.0,-1.0,889.99,1010.67,7,116.5
1424,16.7,63.0,3.0,0.0,1,0,68.87,1008.69,17,21.0,45.0,2.0,0.0,1.0,0.0,808.54,1008.42,10,73.3
521,24.3,51.0,3.0,0.0,1,1,457.38,1002.08,8,24.4,62.0,3.0,0.0,1.0,1.0,0.0,999.3,7,8.6
1577,12.3,63.0,3.0,1.0,0,1,0.0,1008.42,20,13.5,68.0,4.0,1.0,-1.0,1.0,91.78,1006.31,8,0.3
334,30.6,66.0,3.0,0.0,1,-1,790.93,998.64,14,30.5,63.0,2.0,0.0,-1.0,1.0,952.29,1000.36,10,191.3
650,18.2,91.0,1.0,0.0,1,1,0.0,1005.38,20,20.4,84.0,2.0,0.0,1.0,1.0,1.83,1004.72,6,0.0
1083,7.9,65.0,2.0,0.0,1,1,322.36,1015.82,8,8.1,71.0,2.0,0.0,1.0,-1.0,0.0,1013.97,9,5.1
1384,7.9,75.0,3.0,0.0,-1,0,321.67,1011.07,8,7.2,79.0,3.0,0.0,-1.0,0.0,0.0,1009.08,10,4.0
1790,8.1,82.0,1.0,0.2,-1,0,844.13,1014.24,14,10.1,56.0,1.0,0.0,-1.0,1.0,923.07,1016.35,6,21.0
881,5.7,44.0,3.0,0.0,1,1,330.97,1021.77,8,5.4,53.0,2.0,0.0,0.0,1.0,0.0,1019.79,7,5.6
1055,11.4,94.0,1.0,0.0,-1,0,323.09,1009.48,8,11.2,93.0,1.0,0.0,-1.0,-1.0,0.0,1005.91,6,5.4
1582,10.1,63.0,2.0,0.0,1,1,322.75,1013.05,8,9.6,66.0,3.0,0.0,-1.0,1.0,0.0,1011.46,8,6.7
2131,6.4,77.0,3.0,0.0,-1,0,349.56,1018.6,8,6.0,77.0,3.0,0.0,-1.0,0.0,0.0,1016.88,7,10.2
843,6.2,21.0,3.0,0.0,1,1,743.58,1024.15,14,3.6,26.0,3.0,0.0,1.0,1.0,878.5,1026.67,9,256.8
1567,14.5,97.0,1.0,1.0,-1,-1,823.6,1005.12,14,13.9,96.0,1.0,0.7,-1.0,-1.0,910.63,1007.1,8,28.3
42,28.3,83.0,2.0,0.0,1,-1,0.0,998.24,20,29.7,79.0,3.0,0.0,1.0,0.0,133.11,996.52,8,2.7
584,11.7,96.0,2.0,2.0,1,0,354.85,1009.21,8,13.0,89.0,3.0,0.0,1.0,0.0,0.0,1006.7,10,0.5
479,28.8,57.0,2.0,0.0,1,1,954.45,1000.36,11,24.0,69.0,2.0,0.0,-1.0,0.0,456.41,1001.02,10,173.0
2309,15.2,94.0,2.0,0.0,-1,-1,360.44,1003.13,8,14.3,95.0,2.0,0.0,-1.0,-1.0,0.0,1001.15,10,6.9
391,27.6,80.0,2.0,0.0,1,-1,0.0,1000.62,20,29.7,67.0,3.0,0.0,1.0,0.0,91.83,999.83,7,2.1
1472,12.4,59.0,3.0,0.0,1,0,77.4,1015.03,17,13.4,53.0,2.0,0.0,1.0,-1.0,814.66,1014.64,8,55.6
602,12.8,69.0,4.0,0.0,1,1,0.0,1011.86,20,13.6,71.0,2.0,2.0,1.0,0.0,1.41,1010.01,8,0.0
2154,10.8,72.0,1.0,0.0,1,1,0.0,1016.09,20,15.1,48.0,2.0,0.0,1.0,0.0,164.55,1015.03,10,2.9
1052,12.7,79.0,1.0,0.0,-1,1,0.0,1004.72,20,14.8,66.0,2.0,0.0,1.0,-1.0,17.48,1003.53,8,0.1
396,26.7,81.0,2.0,0.0,-1,-1,454.68,999.56,8,24.9,90.0,2.0,0.0,-1.0,0.0,0.0,998.77,7,26.5
1684,3.9,48.0,1.0,0.0,0,1,324.34,1020.98,8,3.9,52.0,2.0,0.0,0.0,1.0,0.0,1018.6,10,3.4
329,30.5,63.0,2.0,0.0,-1,1,952.29,1000.36,11,28.4,72.0,2.0,0.0,0.0,1.0,452.64,1001.15,10,140.5
492,26.3,73.0,4.0,0.0,1,1,0.0,999.04,20,28.0,67.0,4.0,0.0,1.0,0.0,79.7,997.58,8,1.7
330,30.6,66.0,3.0,0.0,1,-1,790.93,998.64,14,30.5,63.0,2.0,0.0,-1.0,1.0,952.29,1000.36,6,202.3
267,27.7,86.0,2.0,0.0,1,0,0.0,999.96,20,29.5,74.0,2.0,0.0,1.0,0.0,106.95,998.64,8,1.6
1674,4.3,52.0,3.0,0.0,1,0,106.07,1018.6,17,8.2,33.0,2.0,0.0,1.0,-1.0,832.72,1018.6,10,64.1
573,17.9,95.0,1.0,16.0,-1,0,458.18,1004.32,8,17.6,95.0,2.0,8.0,-1.0,1.0,0.0,1002.87,9,2.2
49,27.8,84.0,0.0,0.0,-1,1,443.11,999.04,8,26.3,91.0,1.0,0.0,-1.0,0.0,0.0,997.85,10,17.0
2280,11.9,95.0,1.0,0.0,-1,-1,359.08,1004.32,8,11.2,93.0,1.0,0.0,-1.0,-1.0,0.0,1003.0,6,9.7
64,31.1,70.0,1.0,0.0,-1,1,130.3,996.79,17,30.1,73.0,1.0,0.0,1.0,-1.0,800.03,997.45,10,53.6
40,28.3,83.0,2.0,0.0,1,-1,0.0,998.24,20,29.7,79.0,3.0,0.0,1.0,0.0,133.11,996.52,6,3.4
1726,7.2,56.0,2.0,0.0,1,0,0.0,1018.07,20,7.7,51.0,2.0,0.0,1.0,0.0,113.07,1016.62,7,0.5
912,9.9,40.0,2.0,0.0,1,0,879.34,1020.32,11,2.9,71.0,2.0,0.0,-1.0,0.0,329.56,1020.85,8,143.1
1559,13.3,96.0,1.0,0.1,1,0,322.63,1006.44,8,13.6,92.0,1.0,0.0,-1.0,1.0,0.0,1004.32,10,0.8
1407,9.4,64.0,3.0,0.0,-1,0,322.31,1012.52,8,8.2,66.0,3.0,0.0,-1.0,0.0,0.0,1011.33,8,7.4
9,31.2,63.0,3.0,0.0,1,-1,801.45,995.86,14,31.2,60.0,2.0,0.0,1.0,-1.0,942.25,996.92,10,237.1
1689,8.4,34.0,2.0,0.0,1,1,917.04,1020.19,11,3.9,48.0,1.0,0.0,0.0,1.0,324.34,1020.98,10,104.5
1685,8.4,34.0,2.0,0.0,1,1,917.04,1020.19,11,3.9,48.0,1.0,0.0,0.0,1.0,324.34,1020.98,6,121.6
1606,5.0,81.0,3.0,0.4,-1,1,322.99,1018.34,8,7.1,65.0,2.0,0.1,-1.0,1.0,0.0,1016.88,7,0.5
8,31.2,63.0,3.0,0.0,1,-1,801.45,995.86,14,31.2,60.0,2.0,0.0,1.0,-1.0,942.25,996.92,9,260.7
